timestamp,from_address,to_address,value,status
2023-04-12 08:23:15,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,1.754,confirmed
2023-04-12 08:45:32,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,0.432,confirmed
2023-04-12 09:12:07,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2.153,confirmed
2023-04-12 10:05:55,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.875,confirmed
2023-04-12 11:32:41,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,1.246,confirmed
2023-04-12 12:17:29,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.687,confirmed
2023-04-12 13:44:08,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,1.932,confirmed
2023-04-12 14:22:51,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.524,confirmed
2023-04-12 15:01:36,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,1.175,confirmed
2023-04-12 16:39:22,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,0.789,confirmed
2023-04-13 07:15:03,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1.423,confirmed
2023-04-13 08:27:39,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.968,confirmed
2023-04-13 09:45:12,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,2.321,confirmed
2023-04-13 10:57:44,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,0.752,confirmed
2023-04-13 11:33:21,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,1.654,confirmed
2023-04-13 12:48:17,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,0.548,confirmed
2023-04-13 13:22:05,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1.879,confirmed
2023-04-13 14:40:58,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,0.635,confirmed
2023-04-13 15:12:34,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,0xdAC17F958D2ee523a2206206994597C13D831ec7,1.347,confirmed
2023-04-13 16:29:11,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,0.912,confirmed
2023-04-14 07:34:25,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,1.248,confirmed
2023-04-14 08:56:17,0xB8c77482e45F1F44dE1745F52C74426C631bDD52,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.573,confirmed
2023-04-14 09:38:42,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2.085,confirmed
2023-04-14 10:12:09,0x8929d3AFD0C6E38917e4ED7Db6A366d80E86D,0x6b75d8AF000000e20B7a7A3a45abe9A535c0910,0.824,confirmed
